strategy;goal;tie;n_countries;num_wins;o_avg_dice;w_avg_dice;w_num_rolls;o_avg_num_rolls;2nd_avg_dice;2nd_num_rolls;n_players_end;avg_n_changed_goals
blitz;continent;False;38.2810268752507;12465;-0.060131803633274306;0.06008458521418162;289.45415162454873;114.92133172884074;-0.01841628634449289;143.88963855421687;2.134055354993983;0.29362214199759323
blitz;continent;True;21.88235294117647;340;-0.03867621936902708;-0.2623241106229072;5395.358823529412;1651.0941176470585;0.25028726901656917;5763.14328358209;2.9794117647058824;0.25588235294117645
blitz;destroy;False;30.362433339917047;10126;-0.04873562615265702;0.05191867804306747;226.73997629863717;103.21680821647234;0.013415200973470112;125.12867724867725;2.991309500296267;0.20383172032391864
blitz;destroy;True;21.010309278350515;97;-0.03310210693898738;-0.2694940096476269;4929.340206185567;1714.837113402062;0.2389668920224981;5456.28125;3.3092783505154637;0.28865979381443296
blitz;territory18;False;42.0;13122;-0.06499521153303868;0.06542629074600409;326.8746380124981;123.17739673830282;-0.08426534789940926;115.43941472336535;1.0;0.3418686175887822
blitz;territory18;True;22.24225352112676;355;-0.037374537820601204;-0.26398819108084703;5473.292957746479;1636.6146478873247;0.2470985015941083;5781.294285714286;2.8845070422535213;0.3126760563380282
blitz;territory24;False;25.902291232721076;15843;-0.03938741369749691;0.04018219539275965;177.142334153885;92.54509878179621;0.05931417059817987;136.25339165715735;4.579751309726693;0.2413053083380673
blitz;territory24;True;19.70232558139535;215;-0.0428022211638289;-0.2693338844800585;4826.297674418604;1707.2334883720935;0.2261942236407339;5429.270142180095;3.3255813953488373;0.4325581395348837
minimalist;continent;False;33.59619541720709;2313;-0.12320744232564129;0.23067489700817695;1316.6009511456982;435.536013834847;-0.14295330411798135;721.82096069869;2.282317336792045;0.2892347600518807
minimalist;continent;True;20.744706352377147;2503;-0.1330704782358372;0.1573276763665313;4065.5029964043147;1217.3687574910107;-0.11942580839598861;2855.4613761080623;3.599280862964443;0.2628845385537355
minimalist;destroy;False;19.064897812836143;2789;-0.08429362502394563;0.1883480280030743;576.6213696665471;243.12276801720978;-0.03878368641278814;385.88709677419354;3.509143062029401;0.1577626389386877
minimalist;destroy;True;20.141935483870967;1240;-0.1342725248958751;0.1547574550283523;4066.1564516129033;1278.1116129032264;-0.11489314148172158;2782.200169635284;3.904032258064516;0.21854838709677418
minimalist;territory18;False;18.172100567721007;6165;-0.09186840096233465;0.22126295193908996;473.98994322789946;240.79403081913972;-0.05533035921042853;396.74662724080576;4.230981346309814;0.19643146796431468
minimalist;territory18;True;15.32013201320132;303;-0.11649840408561975;0.090336210085179;3677.3762376237623;1497.3683168316845;-0.060984907525117496;2929.590038314176;4.323432343234323;0.18151815181518152
minimalist;territory24;False;24.11691973969631;4610;-0.11543483275550104;0.23702156811204014;950.3303687635574;360.1922342733184;-0.1305507021451718;720.2477722234297;3.3620390455531455;0.4668112798264642
minimalist;territory24;True;17.70571955719557;2168;-0.13102266835359627;0.15326782163181307;4255.164206642066;1348.9084870848708;-0.12420581978095185;3040.7051347229285;3.864391143911439;0.41005535055350556
sensible;continent;False;36.08406979379107;4413;-0.04917594961033324;0.028687485676660605;485.1665533650578;183.6829367777019;0.008539259164856726;253.3566401816118;2.33559936551099;0.31520507591207797
sensible;continent;True;22.158896289248336;1051;-0.055432605605255515;-0.15261014537753628;3820.9790675547097;1468.8028544243564;0.1327533202549575;4313.810292633703;3.087535680304472;0.3120837297811608
sensible;destroy;False;24.666100975816715;4714;-0.039201465887598944;0.02721859565637916;321.92999575731864;156.82409843020818;0.04121908075890701;206.28137159533074;3.262834111158252;0.1985574883326262
sensible;destroy;True;21.5968992248062;387;-0.054259458647261886;-0.15084073823390104;3625.9276485788114;1549.1741602067182;0.12451149645329503;4213.121293800539;3.3669250645994833;0.26098191214470284
sensible;territory18;False;24.593499918340683;6123;-0.04201696662022427;0.040272118729759825;250.66029723991508;140.96576841417595;0.06268242633193913;236.93172823218998;4.226522946268169;0.1763841254287114
sensible;territory18;True;18.86111111111111;648;-0.056178899282886004;-0.1731700635060092;3256.9521604938273;1636.522530864197;0.10307229225579023;4063.0064829821717;3.572530864197531;0.2654320987654321
sensible;territory24;False;25.00449346405229;7344;-0.04173830431187295;0.04269184709293901;255.3202614379085;147.98398692810474;0.06391006635526299;246.39841074119744;4.180827886710239;0.33374183006535946
sensible;territory24;True;17.8993993993994;666;-0.05808975533694843;-0.16972393648700276;3245.509009009009;1609.3702702702703;0.09662391188258655;3954.6303317535544;3.6126126126126126;0.45645645645645644
